agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips,Full_Address,Latitude,Longitude
Katy Fire Department,Career,88,1417 Avenue D, ,Katy,TX,77493-1956,1417 Avenue D, , ,Katy,TX,Harris,77493-1956,281-391-3500,281-391-6515,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofkaty.com/government/city-departments/fire-department, ,"1417 Avenue D, Katy, TX 77493-1956",29.7918228,-95.82507
Keller Fire-Rescue,Career,56,1100 Bear Creek PKWY, ,Keller,TX,76248, , ,PO Box 770,Keller,TX,Tarrant,76244-0770,817-743-4400,817-743-4409,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofkeller.com/services/fire-rescue, ," , Keller, TX 76244-0770",32.9458766,-97.27607599999999
Kennedale Fire Department,Career,17,100 Cloverlane DR, ,Kennedale,TX,76060-2632,405 Municipal DR, , ,Kennedale,TX,Tarrant,76060-2249,817-561-2237,817-561-2183,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofkennedale.com, ,"405 Municipal DR, Kennedale, TX 76060-2249",32.648473,-97.22525900000001
Kerrville Fire Department,Career,63,87 Coronado DR, ,Kerrville,TX,78028,87 Coronado DR, , ,Kerrville,TX,Kerr,78028-4343,830-257-8449,830-257-8455,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"87 Coronado DR, Kerrville, TX 78028-4343",30.0670966,-99.1783231
Killeen Fire Department,Career,231,201 N 28TH ST, ,Killeen,TX,76541-6220,201 N 28TH ST, , ,Killeen,TX,Bell,76541,254-501-7665,254-634-8734,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.killeentexas.gov/index.php?section=167, ,"201 N 28TH ST, Killeen, TX 76541",31.1126015,-97.71917119999999
Kingsport Fire Department,Career,99,130 Island ST, ,Kingsport,TN,37660-4812,130 Island ST, , ,Kingsport,TN,Sullivan,37660-4812,423-229-9444,423-224-2528,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"130 Island ST, Kingsport, TN 37660-4812",36.5436971,-82.55749700000001
Kinston Department of Fire & Rescue,Career,50,401 E Vernon AVE, ,Kinston,NC,28502, , ,PO Box 339,Kinston,NC,Lenoir,28502-0339,252-939-3164,252-939-3157,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://nc-kinston.civicplus.com/167/Fire-Rescue, ," , Kinston, NC 28502-0339",35.26,-77.58
Kyle Fire Department,Career,41,210 W Moore ST, ,Kyle,TX,78640-5683,210 W Moore ST, , ,Kyle,TX,Hays,78640-5683,512-268-3131, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.kylefire.com/, ,"210 W Moore ST, Kyle, TX 78640-5683",29.9871823,-97.8771369
Lackland Air Force Base Fire Protection,Career,98,37 CES/CEF,1910 Kenly AVE,Lackland AFB,TX,78236,37 CES/CEF,1910 Kenly AVE, ,Lackland AFB,TX,Bexar,78236,210-671-2921,210-671-1017,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"37 CES/CEF, Lackland AFB, TX 78236",29.3887899,-98.61057029999999
Lafayette Fire Department,Career,263,300 E Vermilion ST, ,Lafayette,LA,70501-6934, , ,PO Box 90109,Lafayette,LA,Lafayette,70509-0109,337-291-8700,337-291-8787,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.lafayettela.gov/, ," , Lafayette, LA 70509-0109",30.24,-92.00999999999999
Lake Charles Fire Department,Career,165,4200 Kirkman ST, ,Lake Charles,LA,70607-4606,4200 Kirkman ST, , ,Lake Charles,LA,Calcasieu,70607-4606,337-491-1360,337-491-1595,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"4200 Kirkman ST, Lake Charles, LA 70607-4606",30.1812186,-93.20998089999999
Lake Cities Fire Department,Career,40,3101 S Garrison RD, ,Corinth,TX,76210-2634, , , ,Corinth,TX,Denton,76210,940-321-2141,940-497-3455,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ," , Corinth, TX 76210",33.1540091,-97.0647322
Lake Havasu City Fire Department,Career,80,2330 McCulloch BLVD N, ,Lake Havasu City,AZ,86403-5950,2330 McCulloch BLVD N, , ,Lake Havasu City,AZ,Mohave,86403-5950,928-855-1141,928-453-3312,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.lhcaz.gov/, ,"2330 McCulloch BLVD N, Lake Havasu City, AZ 86403-5950",34.4770415,-114.31929
Lake Worth Fire Department,Career,21,3801 Firehall DR, ,Lake Worth,TX,76135,3805 Adam Grubb DR, , ,Lake Worth,TX,Tarrant,76135-3509,817-237-7461,817-237-0663,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://lakeworthtx.org/page/city_fire_dept, ,"3805 Adam Grubb DR, Lake Worth, TX 76135-3509",32.810871,-97.436487
Lakefront Airport Fire Department,Career,28,Lakefront Airport,Leon C.Simon BLVD,New Orleans,LA,70126,54181 HWY 433, , ,Slidell,LA,Orleans,70461,504-243-4034, ,State government (includes state forest fire agencies and state institution fire departments), , ,"54181 HWY 433, Slidell, LA 70461",30.2163458,-89.74930859999999
Lancaster Fire Department,Career,66,1650 N Dallas AVE, ,Lancaster,TX,75134-3260,1650 N Dallas AVE, , ,Lancaster,TX,Dallas,75134-3260,972-218-2600,972-218-3678,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.lancaster-tx.com/147/Fire, ,"1650 N Dallas AVE, Lancaster, TX 75134-3260",32.6085305,-96.7609713
Laredo Metro Fire Department,Career,402,616 E Del Mar BLVD, ,Laredo,TX,78041-2420,616 E Del Mar BLVD, , ,Laredo,TX,Webb,78041-2420,956-718-6000,956-728-7119,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.cityoflaredo.com/Fire/FIndex.html, ,"616 E Del Mar BLVD, Laredo, TX 78041-2420",27.5713905,-99.4819364
Laughlin AFB Fire & Emergency Services,Career,54,47 CES/CEF,251 4TH ST,Laughlin AFB,TX,78843-5126,47 CES/CEF,251 4TH ST, ,Laughlin AFB,TX,Val Verde,78843-5126,830-298-5633, ,Federal government (Department of Defense fire department), , ,"47 CES/CEF, Laughlin AFB, TX 78843-5126",29.371586,-100.7746224
"LaVergne Fire Department, Inc.",Career,19,169 Stones River RD, ,La Vergne,TN,37086-2835, , ,PO Box 98,La Vergne,TN,Rutherford,37086-0098,615-793-6223,615-793-9440,Contract fire department,https://www.lavergnefire.com, ," , La Vergne, TN 37086-0098",36.0290209,-86.5501654
Lebanon Fire Department,Career,47,520 Coles Ferry Pike, ,Lebanon,TN,37087,520 Coles Ferry Pike, , ,Lebanon,TN,Wilson,37087-2210,615-443-2903,615-443-2905,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"520 Coles Ferry Pike, Lebanon, TN 37087-2210",36.21802539999999,-86.2966387
Lenoir Fire Dept,Career,63,602 Harper AVE NW, ,Lenoir,NC,28645,602 Harper AVE NW, , ,Lenoir,NC,Caldwell,28645-5081,828-757-2191, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityoflenoir.com/191/Codes-Inspections, ,"602 Harper AVE NW, Lenoir, NC 28645-5081",35.9148977,-81.5374327
Lewisville Fire Department,Career,160,188 N Valley PKWY, ,Lewisville,TX,75067, , ,PO Box 299002,Lewisville,TX,Denton,75029-9002,972-219-3580,972-219-3704,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityoflewisville.com/, ," , Lewisville, TX 75029-9002",33.0440443,-97.0237605
Lexington Fire Department,Career,52,200 E Center ST, ,Lexington,NC,27292,28 W Center ST, , ,Lexington,NC,Davidson,27292-3316,336-248-3935,336-248-3994,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.lexingtonnc.gov/city-services/fire, ,"28 W Center ST, Lexington, NC 27292-3316",35.8250587,-80.253895
Live Oak Fire Department,Career,21,8001 Shin Oak DR, ,Live Oak,TX,78233-2414,8001 Shin Oak DR, , ,Live Oak,TX,Bexar,78233-2414,210-653-9140, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.liveoaktx.net/, ,"8001 Shin Oak DR, Live Oak, TX 78233-2414",29.554155,-98.3292239
Longview Fire Department,Career,169,100 E Cotton ST, ,Longview,TX,75601-7415, , ,PO Box 1952,Longview,TX,Gregg,75606-1952,903-237-1210,903-291-5320,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.longviewtexas.gov/2157/Fire, ," , Longview, TX 75606-1952",32.462314,-94.730502
Lookout Mountain Fire Department,Career,17,710 Scenic HWY, ,Lookout Mountain,TN,37350-1457,710 Scenic HWY, , ,Lookout Mountain,TN,Hamilton,37350-1457,423-821-1226,423-821-3193,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"710 Scenic HWY, Lookout Mountain, TN 37350-1457",34.9952957,-85.35366270000002
Lubbock Fire Department,Career,407,1515 E Ursuline ST, ,Lubbock,TX,79403, , ,PO Box 2000,Lubbock,TX,Lubbock,79401-2000,806-775-2632,806-775-3510,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://mylubbock.us/departmental-websites/departments/fire-rescue/fire-department-home, ," , Lubbock, TX 79401-2000",33.584646,-101.8521082
Luke Air Force Base,Career,62,7222 Fighter Country AVE, ,Luke AFB,AZ,85309-1149,7222 Fighter Country AVE, , ,Luke AFB,AZ,Maricopa,85309-1149,623-856-6511,623-856-3004,Federal government (Department of Defense fire department), , ,"7222 Fighter Country AVE, Luke AFB, AZ 85309-1149",33.5398802,-112.3657428
Mansfield Fire Rescue,Career,79,1305 E Broad ST, ,Mansfield,TX,76063,1305 E Broad ST, , ,Mansfield,TX,Tarrant,76063-1804,817-276-4790,817-276-4787,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mansfieldtexas.gov/, ,"1305 E Broad ST, Mansfield, TX 76063-1804",32.5663534,-97.1248727
Marble Falls Fire Rescue,Career,17,700 Avenue N, ,Marble Falls,TX,78654-5528,700 Avenue N, , ,Marble Falls,TX,Burnet,78654-5528,830-693-4060,830-693-0210,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://marblefallstx.gov/169/Fire-Rescue, ,"700 Avenue N, Marble Falls, TX 78654-5528",30.5787258,-98.2805985
Marine Corps Air Station Fire & Emergency Services Division,Career,38,2085 Drayton AVE, ,MCAS Beaufort,SC,29904,2085 Drayton AVE, , ,MCAS Beaufort,SC,Beaufort,29904,843-228-7333,843-228-6172,Federal government (Department of Defense fire department), , ,"2085 Drayton AVE, MCAS Beaufort, SC 29904",32.4628472,-80.7256994
Marshall Fire Department,Career,47,303 W Burleson ST, ,Marshall,TX,75670-3210, , ,PO Box 698,Marshall,TX,Harrison,75671-0698,903-935-4580,903-935-3568,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.marshalltexas.net, ," , Marshall, TX 75671-0698",32.5416032,-94.3663067
McAllen Fire Department,Career,164,201 N 21ST, ,McAllen,TX,78501, , ,PO Box 220,McAllen,TX,Hidalgo,78505-0220,956-681-2500,956-681-2519,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mcallen.net/fire/index.htm, ," , McAllen, TX 78505-0220",26.2,-98.22999999999999
MCAS Beaufort Fire Department,Career,35,11 Hollowtail DR, ,Bluffton,SC,29910,11 Hollowtail DR, , ,Bluffton,SC,Beaufort,29910-7958,843-228-6563, ,Federal government (Department of Defense fire department), , ,"11 Hollowtail DR, Bluffton, SC 29910-7958",32.2607142,-80.92549149999999
McCrady Fire & Emergency Services,Career,24,5401 Leesburg RD. BLDG# 3420, ,Eastover,SC,29044-9184,5401 Leesburg RD. BLDG# 3420, , ,Eastover,SC,Richland,29044-9184,803-299-4600, ,State government (includes state forest fire agencies and state institution fire departments), , ,"5401 Leesburg RD. BLDG# 3420, Eastover, SC 29044-9184",34.0109617,-80.7188544
McEntire Joint National Guard Base Fire Department,Career,50,1325 S Carolina RD STE 36, ,Eastover,SC,29044-5036,1325 S Carolina RD STE 36, , ,Eastover,SC,Richland,29044-5036,803-647-8287,803-647-8490,Federal government (Department of Defense fire department), , ,"1325 S Carolina RD STE 36, Eastover, SC 29044-5036",33.9152145,-80.8039337
McKinney Fire Department,Career,156,2200 Taylor Burk DR, ,McKinney,TX,75071, , ,PO Box 517,McKinney,TX,Collin,75070-8013,972-547-2850,972-547-2858,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mckinneytexas.org/, ," , McKinney, TX 75070-8013",33.1593743,-96.68058839999999
McMinnville Fire Department,Career,32,313 E Main ST, ,McMinnville,TN,37110, , ,PO Box 7088,McMinnville,TN,Warren,37111-7088,931-473-3435,931-473-9150,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ," , McMinnville, TN 37111-7088",35.69,-85.78
Memphis Division of Fire Services,Career,1687,2670 Avery AVE, ,Memphis,TN,38112,2670 Avery AVE, , ,Memphis,TN,Shelby,38112-4821,901-636-5000,901-527-9516,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.memphistn.gov/government/fire-department/, ,"2670 Avery AVE, Memphis, TN 38112-4821",35.1312845,-89.9729394
Mesa Fire and Medical Department,Career,370,13 W 1ST ST, ,Mesa,AZ,85201, , ,PO Box 1466,Mesa,AZ,Maricopa,85211-1466,480-644-2101,480-644-4460,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mesaaz.gov/, ," , Mesa, AZ 85211-1466",33.4180523,-111.8313906
Mesquite Fire Department,Career,208,1515 N Galloway AVE, ,Mesquite,TX,75149, , ,PO Box 850137,Mesquite,TX,Dallas,75185-0137,972-216-6267,972-216-6436,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofmesquite.com/416/Fire, ," , Mesquite, TX 75185-0137",32.7757,-96.5983607
Metro Nashville Airport Authority - Public Safety,Career,68,921 Airport Service RD, ,Nashville,TN,37214,921 Airport Service RD, , ,Nashville,TN,Davidson,37214,615-275-1703,615-275-1451,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.flynashville.com/publicsafety, ,"921 Airport Service RD, Nashville, TN 37214",36.1238074,-86.6665052
Midland Fire Department,Career,194,1500 W Wall ST, ,Midland,TX,79701, , ,PO Box 1152,Midland,TX,Midland,79702-1152,432-685-7436,432-686-1638,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.midlandtexas.gov/, ," , Midland, TX 79702-1152",31.996942,-102.0736519
Millington Fire Department,Career,25,"4836 Navy RD, STE 1", ,Millington,TN,38053-2053,"4836 Navy RD, STE 1", , ,Millington,TN,Shelby,38053-2053,901-873-5800,901-873-2284,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.millingtontn.gov/index.aspx?nid=142, ,"4836 Navy RD, STE 1, Millington, TN 38053-2053",35.3418708,-89.90203
Missouri City Fire & Rescue Services,Career,76,3849 Cartwright RD, ,Missouri City,TX,77459,3849 Cartwright RD, , ,Missouri City,TX,Fort Bend,77459-2443,281-403-4300,281-403-5749,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.missouricitytx.gov/106/About, ,"3849 Cartwright RD, Missouri City, TX 77459-2443",29.5819893,-95.5670746
Moncks Corner Fire Rescue,Career,19,116 Carolina AVE, ,Moncks Corner,SC,29461-3735,116 Carolina AVE, , ,Moncks Corner,SC,Berkeley,29461-3735,843-719-7990,843-719-7995,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"116 Carolina AVE, Moncks Corner, SC 29461-3735",33.1948472,-80.00632990000001
Monroe Fire Department,Career,90,117 N Church  ST,PO Box 69,Monroe,NC,28112, , ,PO Box 69,Monroe,NC,Union,28111-0069,704-282-4726,704-282-4777,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.monroenc.org/, ," , Monroe, NC 28111-0069",35.0014016,-80.5680804
Monroe Fire Department,Career,182,1810 Martin Luther King Jr DR, ,Monroe,LA,71202-4518,1810 Martin Luther King Jr DR, , ,Monroe,LA,Ouachita,71202-4518,318-329-2474,318-329-4189,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.monroela.us/government/departments-divisions/fire-department, ,"1810 Martin Luther King Jr DR, Monroe, LA 71202-4518",32.485377,-92.0855734
Mooresville Fire Department,Career,104,457 N Main ST, ,Mooresville,NC,28115,878, , ,Mooresville,NC,Iredell,28115-0878,704-664-1338, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",mooresvillefire.com, ,"878, Mooresville, NC 28115-0878",35.584285,-80.7879407
Morgan City Fire Department,Career,34,1307 Victor II BLVD, ,Morgan City,LA,70380-1305,1307 Victor II BLVD, , ,Morgan City,LA,Saint Mary,70380-1305,985-380-4617,985-380-4612,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"1307 Victor II BLVD, Morgan City, LA 70380-1305",29.7004227,-91.1940308
Morganton Public Safety,Career,90,304 S College ST, ,Morganton,NC,28655,304 S College ST, , ,Morganton,NC,Burke,28655-3846,828-437-1211,828-432-2514,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"304 S College ST, Morganton, NC 28655-3846",35.7412044,-81.68713350000002
Mountain Vista Fire District,Career,38,1175 W Magee RD, ,Tucson,AZ,85704-3435,1175 W Magee RD, , ,Tucson,AZ,Pima,85704-3435,520-575-4087,520-638-5270,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mountainvistafire.org/, ,"1175 W Magee RD, Tucson, AZ 85704-3435",32.3512684,-110.990649
Murphy Fire Rescue,Career,23,206 N Murphy RD, ,Murphy,TX,75094,206 N Murphy RD, , ,Murphy,TX,Collin,75094-3512,972-468-4300,972-468-4313,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.murphytx.org/index.aspx?nid=108, ,"206 N Murphy RD, Murphy, TX 75094-3512",33.0175214,-96.61094659999999
Myrtle Beach Fire Department,Career,151,921B Oak ST, ,Myrtle Beach,SC,29577, , ,PO Box 2468,Myrtle Beach,SC,Horry,29578-2468,843-918-1192,843-918-1204,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofmyrtlebeach.com/departments/fire_department/index.php, ," , Myrtle Beach, SC 29578-2468",33.69,-78.89
Nacogdoches Fire Department,Career,55,212 E Pilar ST, ,Nacogdoches,TX,75961-5508,212 E Pilar ST, , ,Nacogdoches,TX,Nacogdoches,75961-5508,936-559-2541,936-569-6662,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"212 E Pilar ST, Nacogdoches, TX 75961-5508",31.60252269999999,-94.65500999999999
NAS Corpus Christi Fire & Emergency Services,Career,75,10800 D ST BLDG 7, ,Corpus Christi,TX,78419-5000,10800 D ST BLDG 7, , ,Corpus Christi,TX,Nueces,78419,361-961-1706,361-961-6203,Federal government (Department of Defense fire department), , ,"10800 D ST BLDG 7, Corpus Christi, TX 78419",27.6946102,-97.2665248
Nashville Fire Department,Career,809,63 Hermitage AVE, ,Nashville,TN,37210, , ,PO Box 196332,Nashville,TN,Davidson,37219-6332,615-862-5421, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.nashville.gov/Fire-Department.aspx, ," , Nashville, TN 37219-6332",36.1671314,-86.7831085
NASJRB New Orleans Fire Department,Career,50,400 Russell AVE BLDG 2, ,New Orleans,LA,70143,400 Russell AVE BLDG 2, , ,New Orleans,LA,Orleans,70143-5077,504-678-4742,504-678-7540,Federal government (Department of Defense fire department), , ,"400 Russell AVE BLDG 2, New Orleans, LA 70143-5077",29.8275081,-90.0222316
Natchitoches Fire Department,Career,44,578 2ND ST, ,Natchitoches,LA,71457-4646,578 2ND ST, , ,Natchitoches,LA,Natchitoches,71457-4646,318-357-3860,318-357-3868,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"578 2ND ST, Natchitoches, LA 71457-4646",31.7608358,-93.08809579999999
National Naval Medical Center,Career,17,8901 Rockville PIKE, ,Bethesda,MD,20889-5000,8901 Rockville PIKE, , ,Bethesda,MD,Montgomery,20889-5000,301-295-0043,301-295-0512,Federal government (Department of Defense fire department), , ,"8901 Rockville PIKE, Bethesda, MD 20889-5000",39.0020996,-77.08993199999999
Naval District Washington Fire & EMS,Career,39,4193 W Farnum RD BLDG 878,Code FD,Indian Head,MD,20640,4193 W FARNUM RD BLDG 878,Code FD, ,Indian Head,MD,Charles,20640-5168,301-744-4334,301-744-4449,Federal government (Department of Defense fire department), , ,"4193 W FARNUM RD BLDG 878, Indian Head, MD 20640-5168",38.5981413,-77.1710879
"Naval Station Ingleside, Texas",Career,24,290 S Coral Sea RD, ,Ingleside,TX,78362,290 S Coral Sea RD, ,PO Box ,Ingleside,TX,San Patricio,78362,361-776-4294,361-776-4671,Federal government (Executive branch agency fire department), , ,"290 S Coral Sea RD, Ingleside, TX 78362",27.8277722,-97.2015194
New Braunfels Fire Department,Career,81,424 S Castell AVE, ,New Braunfels,TX,78130-1747, , , ,New Braunfels,TX,Comal,78131,830-608-2120,830-608-2125,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ," , New Braunfels, TX 78131",29.6970869,-98.1160654
New Iberia Fire Department,Career,58,224 Prairie AVE, ,New Iberia,LA,70560-3846,224 Prairie AVE, , ,New Iberia,LA,Iberia,70560-3846,337-369-2370,337-367-3473,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"224 Prairie AVE, New Iberia, LA 70560-3846",29.9996419,-91.8126202
New Orleans Fire Department,Career,712,317 Decatur ST, ,New Orleans,LA,70130,317 Decatur ST, , ,New Orleans,LA,Orleans,70130-1023,504-658-4700,504-658-0172,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.nola.gov/GOVERNMENT/NOFD/, ,"317 Decatur ST, New Orleans, LA 70130-1023",29.9542075,-90.0655166
Newport Fire Department,Career,26,103 C AVE, ,Newport,TN,37821-2335,103 C AVE, , ,Newport,TN,Cocke,37821-2335,423-613-4047,423-623-7284,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"103 C AVE, Newport, TN 37821-2335",35.9674542,-83.19382130000001
North Charleston Fire Department,Career,252,2500 City Hall LN 2ND FL, ,North Charleston,SC,29406, , ,PO Box 190016,North Charleston,SC,Charleston,29419-9016,843-740-2616,843-745-1002,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.northcharleston.org/government/fire-department/, ," , North Charleston, SC 29419-9016",32.92,-80.03
North Myrtle Beach Fire-Rescue,Career,53,1015 2ND AVE S, ,North Myrtle Beach,SC,29582-3106,1015 2ND AVE S, , ,North Myrtle Beach,SC,Horry,29582-3106,843-280-5531, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://ps.nmb.us/, ,"1015 2ND AVE S, North Myrtle Beach, SC 29582-3106",33.8277319,-78.6853687
North Richland Hills Fire Department,Career,100,4301 City Point DR, ,North Richland Hills,TX,76180-8316,4301 City Point DR, , ,North Richland Hills,TX,Tarrant,76180-8316,817-427-6900,817-427-6906,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.nrhtx.com/157/Fire-EMS, ,"4301 City Point DR, North Richland Hills, TX 76180-8316",32.826704,-97.21708799999999
North Topsail Beach Fire Department,Career,17,2049 New River Inlet RD, ,N Topsail Beach,NC,28460,2008 Loggerhead CT, , ,N Topsail Beach,NC,Onslow,28460-9286,910-328-2200, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.northtopsailbeachnc.gov/fire, ,"2008 Loggerhead CT, N Topsail Beach, NC 28460-9286",34.49283339999999,-77.4255745
Northwest Fire District,Career,215,5225 W Massingale RD, ,Tucson,AZ,85743-8416,5225 W Massingale RD, , ,Tucson,AZ,Pima,85743-8416,520-887-1010,520-887-1034,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.northwestfire.org/, ,"5225 W Massingale RD, Tucson, AZ 85743-8416",32.3444208,-111.0763588
Oak Ridge National Laboratory Fire Department,Career,43,1 Bethel Valley RD, ,Oak Ridge,TN,37831-6307, , ,PO Box 2008,Oak Ridge,TN,Roane,37831-2008,865-574-5678,865-241-5169,Federal government (Executive branch agency fire department), , ," , Oak Ridge, TN 37831-2008",36.01,-84.27
Odessa Fire Department,Career,161,119 W 4TH ST, ,Odessa,TX,79761-5015,119 W 4TH ST, ,PO Box 4398,Odessa,TX,Ector,79761-5015,432-335-4660,432-335-4664,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"119 W 4TH ST, Odessa, TX 79761-5015",31.8468515,-102.3695907
Orange Fire Department,Career,37,501 N 7TH ST, ,Orange,TX,77630-5736,501 N 7TH ST, , ,Orange,TX,Orange,77630-5736,409-883-1050,409-883-1912,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.orangetexas.net/departments-and-services/fire-department/, ,"501 N 7TH ST, Orange, TX 77630-5736",30.1127528,-93.7333519
Orangeburg Department of Public Safety,Career,56,1320 Middleton ST, ,Orangeburg,SC,29115-3103, , ,PO Box 1425,Orangeburg,SC,Orangeburg,29116-1425,803-533-6000,803-539-2092,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.orangeburg.sc.us/public-safety/divisions/fire-department, ," , Orangeburg, SC 29116-1425",33.4899724,-80.85997619999999
Ouachita Parish Fire Protection District #1,Career,189,1000 New Natchitoches RD, ,West Monroe,LA,71292, , ,PO Box 4343,Monroe,LA,Ouachita,71211-4343,318-325-1621,318-322-7139,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://ouachitafire.org/, ," , Monroe, LA 71211-4343",32.6,-92.02
Pampa Fire Department,Career,28,203 W Foster ST, ,Pampa,TX,79065, , ,PO Box 2499,Pampa,TX,Gray,79066-2499,806-669-5800,806-669-5807,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofpampa.org/, ," , Pampa, TX 79066-2499",35.54,-100.9599999
Pantex Fire Department,Career,61,BLDG 12-130A, ,Amarillo,TX,79120, , ,PO Box 30020,Amarillo,TX,Potter,79120-0020,806-477-4454,806-477-4339,Contract fire department, , ," , Amarillo, TX 79120-0020",35.1883481,-101.8177288
Paris Fire Department,Career,24,100 N Caldwell ST, ,Paris,TN,38242, , ,PO Box 970,Paris,TN,Henry,38242-0970,731-642-1413,731-641-1423,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ," , Paris, TN 38242-0970",36.3020023,-88.32671069999999
Parker District Fire Department,Career,77,107 Cedar Lane RD, ,Greenville,SC,29601-1058,107 Cedar Lane RD, , ,Greenville,SC,Greenville,29601-1058,864-467-4000,864-467-4002,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.parkerfd.com/, ,"107 Cedar Lane RD, Greenville, SC 29601-1058",34.8702479,-82.41905779999999
Parris Island Fire & Emergency Services,Career,53,455 Wake BLVD, ,Parris Island,SC,29905, , ,PO Box 19450,Parris Island,SC,Beaufort,29905-9450,843-228-3128,843-228-3182,Federal government (Department of Defense fire department), , ," , Parris Island, SC 29905-9450",32.34977,-80.67895
Parris Island Fire Rescue,Career,44,151 Panama ST, ,Parris Island,SC,29905, , ,PO Box 19450,Parris Island,SC,Beaufort,29905,843-228-3637,843-228-2835,Federal government (Department of Defense fire department), , ," , Parris Island, SC 29905",32.34977,-80.67895
Pearland Fire Department,Career,120,2703 Veterans DR, ,Pearland,TX,77584-1410,2703 Veterans DR, , ,Pearland,TX,Brazoria,77584-1410,281-997-5850,281-997-4665,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.pearlandtx.gov/departments/fire, ,"2703 Veterans DR, Pearland, TX 77584-1410",29.5580333,-95.2890917
Peoria Fire Department,Career,149,8401 W Monroe ST, ,Peoria,AZ,85345-6560,8401 W Monroe ST, , ,Peoria,AZ,Maricopa,85345-6560,623-773-7279,623-773-7295,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.peoriaaz.gov/, ,"8401 W Monroe ST, Peoria, AZ 85345-6560",33.5759936,-112.2398099
